event_id,source_employee_id,target_employee_id,channel,direction,department_source,department_target,timestamp,weight
5cb3ea4c-f6ee-4e48-b39b-3bc19479d61f,2b3c2e4f-db07-47d6-805f-7bfc7f705205,37c0d5f9-01e6-40f6-9f68-5e2e7375cfd0,slack,mentioned,HR,HR,2026-01-27T11:03:00+00:00,1.0
ff61c11f-81ce-4866-883b-6521e2af6c1d,e6e48d5a-d043-4e97-9712-a6faa090d073,b587d43a-752b-47aa-839f-913235ecd37d,calendar,invited,Sales,Sales,2026-01-27T11:06:00+00:00,1.0
7d4b1e9c-1c86-4c87-85a7-cbddfe9d5fc5,66942ba5-50c1-4373-b674-9cb2859f7115,f11a76ff-274f-4168-9f55-b2e3bfcaf512,slack,sent,HR,HR,2026-01-27T11:10:00+00:00,1.0
2f13e702-573a-446d-96f2-4a67f0b1203f,7dfdeafa-2757-4e5d-8b7c-b98ae721f571,37c0d5f9-01e6-40f6-9f68-5e2e7375cfd0,calendar,invited,HR,HR,2026-01-27T11:12:00+00:00,1.0
5b6f1dc3-f88a-4b3f-b9d5-10c662e7296e,35cd488f-ccdd-4f71-8ea5-97afab98f43c,8deced29-97d4-4ad2-85a0-a0cc162fe22e,jira,mentioned,Engineering,HR,2026-01-27T11:19:00+00:00,1.0
10feb7a4-ee22-411f-89b9-4a584072f7e2,b25fcb68-be1f-411f-b158-64e0a6930f65,bbba59b2-8922-4582-80c6-eefd389fb6db,slack,sent,Engineering,Engineering,2026-01-27T11:24:00+00:00,1.0
68b82a04-4e2a-4ce2-8a2b-febfd188840c,35cd488f-ccdd-4f71-8ea5-97afab98f43c,b3038936-acbe-40e7-a415-885af5b28b8e,slack,mentioned,Engineering,Engineering,2026-01-27T11:27:00+00:00,1.0
8bd10c86-12fe-41e1-b07e-0e3010fabf1f,7dfdeafa-2757-4e5d-8b7c-b98ae721f571,4474f9ac-202b-464e-b602-54693d0050a1,jira,mentioned,HR,Sales,2026-01-27T11:31:00+00:00,1.0
2af1418b-83a7-401e-898a-47e71113e602,b25fcb68-be1f-411f-b158-64e0a6930f65,aca5ab2a-67b8-4474-8b02-c076d9b79b2d,github,reviewed,Engineering,Engineering,2026-01-27T11:33:00+00:00,1.0
c49f6dd8-4edd-463c-b852-57425a5c7d30,addd40e8-e549-4bcf-be46-6b72ba0327e3,f0d3dedf-0e1a-4581-aae0-f40223f13ed3,slack,mentioned,Sales,Sales,2026-01-27T11:40:00+00:00,1.0
db69005c-30e4-49e2-ad59-0b9ab3fddfef,941c7321-8dec-4d0e-bdb0-91f8ad7f279e,1bda44c3-7020-4baa-9e64-80fb32527356,jira,assigned,Engineering,Engineering,2026-01-27T11:43:00+00:00,1.0
38c1b19c-a9de-40f0-b144-9ead334ee98e,35cd488f-ccdd-4f71-8ea5-97afab98f43c,f7b0d22b-32b1-4212-92cd-64e601f7947a,calendar,invited,Engineering,Engineering,2026-01-27T11:45:00+00:00,1.0
7e0203c8-6d81-478d-b21e-b15d3ba9ad28,9cc53440-668a-4fd8-a479-6a5b57e9d0f4,479ce48e-4ae5-45da-bf0e-1f845636ef97,email,sent,Sales,Sales,2026-01-27T11:45:00+00:00,1.0
add003b1-b890-4368-b829-f804e46135d4,7dfdeafa-2757-4e5d-8b7c-b98ae721f571,47ddb95e-9a7e-4e16-9d8c-375c8fc843a3,calendar,invited,HR,HR,2026-01-27T11:50:00+00:00,1.0
bd762363-8fc3-4076-92c9-29f4c4da762e,f5c577a0-212d-47ae-9a30-ec23714590be,a37274f4-647b-4f71-af7c-422caf7c02bb,slack,mentioned,Engineering,Engineering,2026-01-27T11:53:00+00:00,1.0
61895976-b28c-40aa-8f18-091281e70e94,72be5bdc-a328-45dc-9269-aa8b0e306e38,ceff4cf9-8b4e-42ef-af75-4ddd60a32ec3,slack,mentioned,HR,HR,2026-01-27T11:54:00+00:00,1.0
e58ac99f-0507-4799-94b3-f63e4274b20e,465c5ceb-938c-47c6-a7ec-8fde6c77a7bb,39ab7ca8-586c-4217-a32e-c6f0c4c7bb90,email,sent,Engineering,Engineering,2026-01-27T12:02:00+00:00,1.0
d2548582-fd33-4fd5-be53-7cd6e20c8314,2b3c2e4f-db07-47d6-805f-7bfc7f705205,4de717a5-e140-4ab0-8478-50c5ebcbf99c,github,reviewed,HR,HR,2026-01-27T12:02:00+00:00,1.0
ebeab6c2-e3db-4dd5-8ca1-7ac86717b7b8,61b0de5a-d71c-413b-97fc-b5faafe40289,35cd488f-ccdd-4f71-8ea5-97afab98f43c,slack,sent,Engineering,Engineering,2026-01-27T12:03:00+00:00,1.0
208bc480-f9db-4944-a765-5463dc7a12b9,e6432cd1-eb96-40e0-993c-e2b13a7d2728,9d2c6d43-3764-4e4a-8dac-1ea0e6ecd39a,email,sent,Engineering,Engineering,2026-01-27T12:04:00+00:00,1.0
0b9c17cb-5759-4411-b69c-068a15d69d43,bd1d6afb-f3a5-45f8-b38d-d57d067c9490,f16ab958-a5de-4ec3-99c5-49972a70d1f0,slack,sent,Engineering,Sales,2026-01-27T12:09:00+00:00,1.0
66aec96d-8365-47a5-9743-a33d531d3bad,ae4da2b4-bdd1-4a1e-acaa-e11b68f02ddd,f87b9649-c9cf-4668-a7d3-b391af8aac8d,email,sent,Sales,Sales,2026-01-27T12:10:00+00:00,1.0
bf33c26b-ff0b-446d-901b-c39a84583cac,72be5bdc-a328-45dc-9269-aa8b0e306e38,37c0d5f9-01e6-40f6-9f68-5e2e7375cfd0,slack,sent,HR,HR,2026-01-27T12:10:00+00:00,1.0
a99f3fae-a6e0-4123-8de2-91968372c3f1,b25fcb68-be1f-411f-b158-64e0a6930f65,f7b0d22b-32b1-4212-92cd-64e601f7947a,slack,sent,Engineering,Engineering,2026-01-27T12:11:00+00:00,1.0
90d168ea-1be8-462c-a650-3e28a0149ab1,f2d676c2-5611-4ff5-a4e9-627b4157bcee,d4b97554-d6e7-4cce-98cc-ca0431bd2912,slack,sent,Engineering,Engineering,2026-01-27T12:15:00+00:00,1.0
6c9ff9d9-4bf0-4041-8a86-92898cb6d129,35cd488f-ccdd-4f71-8ea5-97afab98f43c,66942ba5-50c1-4373-b674-9cb2859f7115,jira,mentioned,Engineering,HR,2026-01-27T12:19:00+00:00,1.0
562cfc59-74fe-4d8b-bc76-aaa3f8b5f9af,4de717a5-e140-4ab0-8478-50c5ebcbf99c,8deced29-97d4-4ad2-85a0-a0cc162fe22e,email,sent,HR,HR,2026-01-27T12:27:00+00:00,1.0
a90b6ca1-89aa-4fc8-a77d-fff56efa7b45,35cd488f-ccdd-4f71-8ea5-97afab98f43c,4474f9ac-202b-464e-b602-54693d0050a1,slack,sent,Engineering,Sales,2026-01-27T12:27:00+00:00,1.0
6d590ed6-5aa7-4d78-b830-bb540bfea201,3ca50eb9-d0d0-42e6-81ba-6adda6443ec1,420fde5e-ed17-4deb-8c10-95408fba7b63,slack,mentioned,Sales,Sales,2026-01-27T12:28:00+00:00,1.0
afa663f0-fa57-48bb-a5c1-12e3629d0fc4,7dfdeafa-2757-4e5d-8b7c-b98ae721f571,2fa889c7-5e9a-43d1-a113-57740fc6b248,slack,mentioned,HR,HR,2026-01-27T12:36:00+00:00,1.0
95fcb968-79a5-4432-a408-316dbfce391c,00c83408-70d6-460b-8d58-80f5f48cc968,9472ad25-87bc-4918-a83c-f5378da4a05c,slack,mentioned,HR,Sales,2026-01-27T12:39:00+00:00,1.0
f1b7f6a8-e709-4872-928b-113d3c6913cd,7dfdeafa-2757-4e5d-8b7c-b98ae721f571,bc607870-c836-48cc-ae23-9bc0d2bdf4a6,slack,mentioned,HR,Engineering,2026-01-27T12:44:00+00:00,1.0
a49d750e-cda0-428e-839b-58cbda47d10c,7dfdeafa-2757-4e5d-8b7c-b98ae721f571,e016529c-8f90-4180-96cf-2cb02df4349b,calendar,invited,HR,Engineering,2026-01-27T12:45:00+00:00,1.0
5ced17e0-be01-46aa-8778-af06afb9e301,fd478b9f-cd2f-4fa9-a573-cfc1946cb9dd,46c5515e-b5ec-46e3-88aa-c3be38ea2347,slack,mentioned,Sales,Sales,2026-01-27T12:47:00+00:00,1.0
5546668a-9058-496e-a09f-d6acf53b5529,c2e4eb30-ccf5-4b41-b671-3f6286c8bfbe,8cbf7540-7526-4514-a700-c48f80a389bf,jira,mentioned,Sales,Sales,2026-01-27T12:56:00+00:00,1.0
312341b4-c176-4473-a075-48de053300e6,b0aed175-1359-4531-88eb-69d672b3d6e7,acaa9824-b95e-4825-8dbb-946fe9e624d9,github,assigned,Sales,Sales,2026-01-27T12:57:00+00:00,1.0
09a64da3-b7a2-46e6-91b3-2b7d860d5414,7dfdeafa-2757-4e5d-8b7c-b98ae721f571,2dec96d9-3b8a-4136-ba13-b1d0c0ed024d,calendar,invited,HR,Sales,2026-01-27T12:57:00+00:00,1.0
bcffbd90-63a8-4b29-898e-7defbc9d1bdc,d4b97554-d6e7-4cce-98cc-ca0431bd2912,4c6cfb64-fefb-4679-8a3b-107a980688f7,jira,assigned,Engineering,Sales,2026-01-27T13:01:00+00:00,1.0
9145bc61-4829-46ce-9fd7-b091198f898e,6d8eec46-8f7e-483d-a8fe-c055409d76e2,affd00e8-a239-4032-a142-d4b99bb23c4c,slack,sent,Engineering,Engineering,2026-01-27T13:03:00+00:00,1.0
8ff25f5f-e016-47b9-a25e-cef3306e6463,35cd488f-ccdd-4f71-8ea5-97afab98f43c,0ad75ed0-679f-445a-95b8-93d30e822167,slack,mentioned,Engineering,HR,2026-01-27T13:03:00+00:00,1.0
345c0604-de85-447b-a8dc-fef5f3a99d9e,6d8eec46-8f7e-483d-a8fe-c055409d76e2,941c7321-8dec-4d0e-bdb0-91f8ad7f279e,slack,sent,Engineering,Engineering,2026-01-27T13:05:00+00:00,1.0
e311350c-cacd-41d0-9dda-9338e61fadd0,e261a6ba-a372-44e1-a7ba-818e28fdf437,7dfdeafa-2757-4e5d-8b7c-b98ae721f571,email,sent,HR,HR,2026-01-27T13:08:00+00:00,1.0
c478d44a-1efe-49b3-a174-39a34f014e29,dbf667d5-f863-4cf7-87bf-543942a6d400,35cd488f-ccdd-4f71-8ea5-97afab98f43c,slack,sent,Engineering,Engineering,2026-01-27T13:09:00+00:00,1.0
f381564c-82d3-4336-9143-e2adf9f2d782,99408ce9-5458-4903-a7a4-0bfd8b1a8728,467e9e67-6080-48f6-b4f8-5b74a9aa21d0,slack,sent,HR,HR,2026-01-27T13:14:00+00:00,1.0
7f6e575e-97d0-47b9-9e27-ae87ba4444c3,a8632069-0ef9-4943-8f6a-dec8d103e136,e261a6ba-a372-44e1-a7ba-818e28fdf437,calendar,invited,HR,HR,2026-01-27T13:16:00+00:00,1.0
b683fee4-b6cf-4f24-a6cf-8ed95b09013a,7dfdeafa-2757-4e5d-8b7c-b98ae721f571,e7223dda-a505-4e7b-91db-0ae1d9b73eba,calendar,invited,HR,Sales,2026-01-27T13:18:00+00:00,1.0
8baec0f3-6b84-44dd-b1f3-ec650b0dd35b,8deced29-97d4-4ad2-85a0-a0cc162fe22e,271c5286-2f24-428f-82b6-b1dc8c0461df,email,sent,HR,HR,2026-01-27T13:23:00+00:00,1.0
d8835f4e-d515-4312-823b-17dce13189ae,713c3ab1-0cf2-4652-be7c-0247af147192,9dc2a957-c7a0-4ae8-8d08-0ec58b90348c,slack,mentioned,Sales,Sales,2026-01-27T13:27:00+00:00,1.0
f01bb290-c867-488b-ae11-a77de60523c0,66285347-e5fb-4d16-a740-044486e6a111,b4e2c252-caf2-4e95-afeb-eb9604b484ec,slack,mentioned,HR,HR,2026-01-27T13:33:00+00:00,1.0
9e486559-e688-4f2e-ba43-52903727c2c1,7dfdeafa-2757-4e5d-8b7c-b98ae721f571,b3038936-acbe-40e7-a415-885af5b28b8e,slack,sent,HR,Engineering,2026-01-27T13:40:00+00:00,1.0
a4b4b93c-fe22-4554-9e01-18a6d0e5c057,35cd488f-ccdd-4f71-8ea5-97afab98f43c,751e100d-9ffb-41ca-8d93-85a0ce6452b7,email,sent,Engineering,Engineering,2026-01-27T13:49:00+00:00,1.0
25d6e561-f647-498f-a23f-61c75475d1e1,d334d547-9938-45dc-88b8-adc69c4d091b,e311e465-69b9-48be-8900-512bcfff20e7,slack,sent,Engineering,Engineering,2026-01-27T13:59:00+00:00,1.0
d245652b-a225-444e-af03-9847e80f15b5,35cd488f-ccdd-4f71-8ea5-97afab98f43c,4de717a5-e140-4ab0-8478-50c5ebcbf99c,jira,mentioned,Engineering,HR,2026-01-27T14:00:00+00:00,1.0
cb7cd573-c669-475a-bbcb-55e8b5dd2cc3,10c5ffc1-7d94-4c63-8d56-b71231428898,6f623183-4079-4ba7-b458-7cedff5490a8,slack,mentioned,Sales,Sales,2026-01-27T14:07:00+00:00,1.0
65c913e8-1555-4085-9bb1-d2f6ea255181,fdeffdf0-12d3-4f3d-a85a-e0ef5e6308f4,1bda44c3-7020-4baa-9e64-80fb32527356,slack,mentioned,Engineering,Engineering,2026-01-27T14:10:00+00:00,1.0
ba3437dc-a595-45b1-91a2-6d799b3be83e,35cd488f-ccdd-4f71-8ea5-97afab98f43c,887b957d-780e-4279-ab81-af87ad34a089,calendar,invited,Engineering,Engineering,2026-01-27T14:10:00+00:00,1.0
42e259fd-439e-420c-968f-28ce64c9726d,35cd488f-ccdd-4f71-8ea5-97afab98f43c,10c5ffc1-7d94-4c63-8d56-b71231428898,slack,mentioned,Engineering,Sales,2026-01-27T14:10:00+00:00,1.0
100802ff-5841-42f8-a970-940775a1f343,66942ba5-50c1-4373-b674-9cb2859f7115,47ddb95e-9a7e-4e16-9d8c-375c8fc843a3,slack,sent,HR,HR,2026-01-27T14:15:00+00:00,1.0
6e43aad4-638f-4d12-bb57-7267dfe9072e,9db54c17-739e-49bd-bf84-cd0fedaf390a,e6432cd1-eb96-40e0-993c-e2b13a7d2728,github,reviewed,Engineering,Engineering,2026-01-27T14:15:00+00:00,1.0
ddd82fda-e6c8-403b-a52b-331ed415b620,fa28e112-3881-4155-805a-b0307e2d102e,f2406ad2-af33-4b9f-acbf-83d6bcc9f3c1,jira,mentioned,Engineering,Engineering,2026-01-27T14:16:00+00:00,1.0
490311f1-a21a-4542-97cf-7be8428ff205,35cd488f-ccdd-4f71-8ea5-97afab98f43c,2fa889c7-5e9a-43d1-a113-57740fc6b248,email,sent,Engineering,HR,2026-01-27T14:17:00+00:00,1.0
e21f9584-bc48-4ca1-82d2-5a5a52da4715,7dfdeafa-2757-4e5d-8b7c-b98ae721f571,60ebc849-73a9-444c-b76a-d53f33510486,jira,assigned,HR,Engineering,2026-01-27T14:22:00+00:00,1.0
5cc9493b-eef6-42f8-9ee1-1d8d45a9d1bd,2415d710-0cf9-49be-ba97-781abcbbd17a,4c6cfb64-fefb-4679-8a3b-107a980688f7,email,sent,Sales,Sales,2026-01-27T14:23:00+00:00,1.0
c3688821-6c54-44a9-a7ca-ab83aa7c9a7f,7dfdeafa-2757-4e5d-8b7c-b98ae721f571,14cea0b7-6603-4a11-9ca6-1555b6113bd6,calendar,invited,HR,Sales,2026-01-27T14:23:00+00:00,1.0
5a81fd21-0381-4f82-a00b-aed899f3be13,4e482518-8bab-4f62-912c-8ebabf47aaf7,9c32b44c-3483-432e-8b15-54ddc88cbec7,slack,mentioned,Engineering,Sales,2026-01-27T14:28:00+00:00,1.0
d95312aa-42c7-4628-8b0b-a231a37cad55,68827642-09c0-49cc-bff5-a0d150745657,15d37e62-c71c-4f7d-8e04-e69828a469ce,jira,mentioned,Engineering,Engineering,2026-01-27T14:30:00+00:00,1.0
2a29e0cc-a195-497a-b8d6-21e5907bdf2c,fa28e112-3881-4155-805a-b0307e2d102e,de5ce709-5f6e-40f5-ae59-25d41199558e,email,sent,Engineering,Engineering,2026-01-27T14:31:00+00:00,1.0
fe191262-06ee-45a3-abdb-15ddc82fbe48,c2e4eb30-ccf5-4b41-b671-3f6286c8bfbe,6845d263-2750-49a0-9197-63bbb8d848cd,calendar,invited,Sales,HR,2026-01-27T14:34:00+00:00,1.0
444efd10-0355-4588-8e61-4201a73426d3,66942ba5-50c1-4373-b674-9cb2859f7115,467e9e67-6080-48f6-b4f8-5b74a9aa21d0,jira,assigned,HR,HR,2026-01-27T14:37:00+00:00,1.0
1e0d0026-c180-48c3-bbfc-e7ff5ec02410,fe07fbf1-8023-4564-9110-e0fdcc77e02e,4a80022b-6609-4b68-a9e6-7e64837d8444,calendar,invited,HR,Sales,2026-01-27T14:37:00+00:00,1.0
47ef3110-c457-412e-a6c4-edc4b673a58c,b25fcb68-be1f-411f-b158-64e0a6930f65,751e100d-9ffb-41ca-8d93-85a0ce6452b7,calendar,invited,Engineering,Engineering,2026-01-27T14:37:00+00:00,1.0
ab2460d3-0b95-4871-b374-ea1c9f0ac111,35cd488f-ccdd-4f71-8ea5-97afab98f43c,f0d3dedf-0e1a-4581-aae0-f40223f13ed3,slack,mentioned,Engineering,Sales,2026-01-27T14:38:00+00:00,1.0
